               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  64,            0.016594,             0.02289,           0.0057241,             0.97741,             0.96934,             0.98149,             0.77972,            0.012951,             0.01484,           0.0034599,           0.0090557,           0.0090557,           0.0090557
                  65,            0.016605,            0.022605,           0.0055815,             0.97761,             0.97213,             0.98214,              0.7845,            0.012534,            0.014734,            0.003327,           0.0090266,           0.0090266,           0.0090266
                  66,            0.016582,            0.022975,           0.0053918,             0.97783,             0.97134,             0.98165,             0.78291,            0.012676,            0.014692,           0.0032883,           0.0089972,           0.0089972,           0.0089972
                  67,            0.016533,            0.023203,           0.0050347,             0.97764,              0.9719,             0.98163,             0.78699,            0.012223,            0.014648,           0.0033071,           0.0089673,           0.0089673,           0.0089673
                  68,            0.015608,            0.022298,           0.0051712,             0.97984,             0.96944,             0.98237,             0.78842,            0.011859,            0.014373,           0.0030043,           0.0089371,           0.0089371,           0.0089371
                  69,            0.016193,            0.022175,           0.0058729,             0.97718,             0.97184,             0.98205,             0.78487,            0.012268,            0.014519,           0.0033447,           0.0089065,           0.0089065,           0.0089065
                  70,            0.016219,             0.02254,           0.0053092,             0.98148,             0.97059,              0.9827,             0.78438,            0.012477,             0.01442,           0.0031262,           0.0088755,           0.0088755,           0.0088755
                  71,            0.016144,            0.023183,            0.004987,             0.97707,             0.97051,             0.98058,             0.79076,            0.012208,            0.014388,           0.0030351,           0.0088442,           0.0088442,           0.0088442
                  72,            0.016448,            0.022842,           0.0054712,             0.97634,             0.97418,             0.98173,             0.78942,            0.012088,            0.014358,           0.0030372,           0.0088124,           0.0088124,           0.0088124
                  73,            0.015857,            0.022171,           0.0056676,             0.97841,             0.97571,             0.98265,             0.78706,            0.012569,            0.014461,           0.0030015,           0.0087804,           0.0087804,           0.0087804
                  74,            0.015526,            0.022176,           0.0050438,             0.98202,             0.97529,             0.98208,             0.79063,            0.011914,            0.014165,           0.0028981,           0.0087479,           0.0087479,           0.0087479
                  75,            0.015783,            0.022009,           0.0050433,             0.97886,             0.97636,             0.98139,             0.79192,            0.011956,            0.014231,           0.0030893,           0.0087151,           0.0087151,           0.0087151
                  76,            0.016229,            0.022665,           0.0049922,             0.97763,             0.97857,             0.98245,             0.78816,            0.011817,            0.014213,           0.0027634,            0.008682,            0.008682,            0.008682
                  77,            0.015829,            0.022385,           0.0052441,             0.97652,             0.97534,             0.98102,             0.79572,            0.011833,            0.014085,           0.0031837,           0.0086485,           0.0086485,           0.0086485
                  78,            0.015761,            0.022102,           0.0055524,             0.98041,             0.97359,             0.98384,              0.7938,            0.011879,            0.014141,           0.0029243,           0.0086146,           0.0086146,           0.0086146
                  79,             0.01614,            0.022459,           0.0050761,             0.97833,             0.97246,             0.98189,             0.79073,            0.011815,            0.014198,           0.0028967,           0.0085805,           0.0085805,           0.0085805
                  80,            0.015703,            0.021795,           0.0052259,             0.97931,             0.97767,             0.98176,              0.7934,            0.011759,            0.014076,           0.0029988,           0.0085459,           0.0085459,           0.0085459
                  81,            0.015683,            0.022019,           0.0048826,             0.98224,             0.97301,             0.98309,             0.79654,            0.011599,            0.013993,           0.0027825,           0.0085111,           0.0085111,           0.0085111
                  82,            0.016046,            0.022409,           0.0051161,             0.97844,              0.9748,             0.98241,             0.79815,            0.011635,             0.01395,           0.0028516,           0.0084759,           0.0084759,           0.0084759
                  83,             0.01559,            0.022578,           0.0053399,             0.98063,             0.97652,             0.98317,             0.79304,            0.011902,             0.01415,           0.0028195,           0.0084404,           0.0084404,           0.0084404
                  84,            0.015482,             0.02217,           0.0054962,             0.97867,             0.97214,                0.98,             0.79587,            0.011544,            0.013995,           0.0033607,           0.0084046,           0.0084046,           0.0084046
                  85,            0.015605,             0.02231,           0.0051983,             0.97642,             0.97783,             0.98275,             0.79679,            0.011927,            0.014002,           0.0029555,           0.0083684,           0.0083684,           0.0083684
                  86,            0.015489,            0.022039,           0.0050858,             0.97763,             0.97958,              0.9829,              0.7984,            0.011664,            0.013817,           0.0026679,           0.0083319,           0.0083319,           0.0083319
                  87,            0.015753,            0.022003,            0.004931,             0.97831,             0.97745,             0.98291,             0.80003,            0.011851,             0.01385,           0.0027773,           0.0082952,           0.0082952,           0.0082952
                  88,            0.015579,            0.022303,           0.0052928,             0.98274,             0.96728,              0.9821,             0.79907,            0.011505,            0.013829,           0.0027413,           0.0082581,           0.0082581,           0.0082581
                  89,            0.015591,             0.02202,           0.0049234,             0.98305,             0.97031,             0.98196,              0.8017,            0.011459,            0.013771,            0.002822,           0.0082207,           0.0082207,           0.0082207
                  90,             0.01522,            0.021522,           0.0047113,             0.97716,             0.97553,             0.98217,             0.80574,            0.011285,            0.013693,           0.0026291,            0.008183,            0.008183,            0.008183
                  91,            0.015203,            0.021696,           0.0047884,             0.98031,             0.96971,             0.98211,             0.80284,            0.011253,             0.01357,           0.0028595,            0.008145,            0.008145,            0.008145
                  92,            0.015359,            0.021066,           0.0048192,             0.98112,              0.9753,             0.98286,             0.80238,            0.011265,            0.013683,           0.0025645,           0.0081068,           0.0081068,           0.0081068
                  93,             0.01507,            0.021629,           0.0051807,             0.98174,             0.97475,             0.98259,             0.79726,            0.011459,            0.013721,            0.002658,           0.0080682,           0.0080682,           0.0080682
                  94,            0.015181,            0.021726,           0.0050559,             0.98171,             0.98042,             0.98322,             0.79957,            0.011262,            0.013591,           0.0026741,           0.0080294,           0.0080294,           0.0080294
                  95,            0.015289,             0.02244,           0.0048522,             0.97909,             0.97753,             0.98279,             0.80197,            0.011324,            0.013633,           0.0029301,           0.0079903,           0.0079903,           0.0079903
                  96,            0.014842,            0.021603,             0.00466,             0.98296,             0.97132,             0.98268,             0.80161,            0.011578,            0.013597,           0.0027895,           0.0079509,           0.0079509,           0.0079509
                  97,            0.014547,            0.021289,           0.0044931,             0.98021,             0.97557,             0.98253,             0.80447,            0.011159,            0.013516,           0.0026239,           0.0079112,           0.0079112,           0.0079112
                  98,            0.014885,            0.021263,           0.0044689,             0.97767,             0.97595,             0.98268,             0.80391,             0.01119,            0.013533,           0.0027041,           0.0078713,           0.0078713,           0.0078713
                  99,            0.015062,            0.021556,           0.0045507,              0.9811,             0.97585,              0.9824,             0.79997,            0.011445,            0.013491,            0.002673,           0.0078311,           0.0078311,           0.0078311
                 100,            0.014798,            0.021015,           0.0044185,             0.98083,             0.97741,             0.98277,             0.80684,             0.01137,            0.013411,           0.0026726,           0.0077907,           0.0077907,           0.0077907
                 101,            0.014809,            0.021476,           0.0043159,             0.97468,             0.97689,             0.98286,             0.80337,            0.011212,            0.013517,           0.0028095,             0.00775,             0.00775,             0.00775
                 102,            0.014804,             0.02137,           0.0045686,             0.97934,             0.97566,             0.98308,                0.81,            0.011056,            0.013343,            0.002827,           0.0077091,           0.0077091,           0.0077091
                 103,            0.014937,            0.021738,           0.0046151,             0.97353,              0.9776,             0.98253,             0.80684,            0.011035,            0.013416,           0.0028008,           0.0076679,           0.0076679,           0.0076679
                 104,             0.01473,              0.0211,            0.004578,             0.97748,             0.97816,             0.98247,             0.80589,            0.010908,             0.01337,           0.0027477,           0.0076265,           0.0076265,           0.0076265
                 105,            0.014242,             0.02066,           0.0047588,             0.98102,              0.9734,             0.98222,             0.80577,            0.010914,            0.013324,           0.0029413,           0.0075848,           0.0075848,           0.0075848
                 106,            0.014865,            0.021197,           0.0042366,             0.98206,             0.96888,             0.98342,             0.80942,            0.011087,            0.013312,           0.0025487,            0.007543,            0.007543,            0.007543
                 107,            0.014474,            0.021242,           0.0041998,             0.97928,             0.97577,             0.98221,             0.81004,            0.010931,            0.013275,           0.0027935,           0.0075009,           0.0075009,           0.0075009
                 108,            0.014424,            0.020446,           0.0042868,             0.98097,             0.97683,             0.98214,             0.80527,            0.010963,            0.013254,           0.0027666,           0.0074585,           0.0074585,           0.0074585
                 109,            0.014711,            0.021196,           0.0048358,             0.97447,             0.97674,             0.98285,             0.80847,            0.010906,            0.013192,           0.0027208,            0.007416,            0.007416,            0.007416
                 110,            0.014517,             0.02078,           0.0045151,             0.98158,             0.97343,             0.98386,             0.80947,             0.01082,            0.013287,           0.0024525,           0.0073733,           0.0073733,           0.0073733
                 111,             0.01453,            0.021409,           0.0045881,             0.97775,             0.97371,             0.98282,             0.81073,            0.010656,            0.013253,           0.0026356,           0.0073303,           0.0073303,           0.0073303
                 112,            0.014177,             0.02099,           0.0042233,             0.97859,             0.97844,             0.98347,             0.81332,            0.011096,            0.013141,           0.0027033,           0.0072872,           0.0072872,           0.0072872
                 113,            0.014422,            0.020924,           0.0043706,             0.97671,             0.97818,             0.98434,             0.81149,            0.011087,            0.013259,            0.002488,           0.0072438,           0.0072438,           0.0072438
                 114,            0.014095,            0.020491,            0.003964,             0.97992,             0.97556,             0.98447,             0.81399,            0.010734,            0.013145,            0.002373,           0.0072003,           0.0072003,           0.0072003
                 115,            0.014224,            0.021809,           0.0038792,             0.98086,             0.97459,             0.98306,             0.81337,            0.010907,              0.0131,           0.0023679,           0.0071566,           0.0071566,           0.0071566
                 116,            0.014357,            0.020689,           0.0037925,             0.97702,             0.97887,             0.98398,             0.81577,            0.010665,              0.0131,           0.0024551,           0.0071127,           0.0071127,           0.0071127
                 117,            0.014493,            0.021219,           0.0038517,             0.97908,             0.97277,             0.98343,             0.81316,            0.010633,             0.01313,           0.0026074,           0.0070686,           0.0070686,           0.0070686
                 118,            0.014065,            0.021103,           0.0041037,             0.97746,             0.97453,             0.98282,             0.81585,            0.010593,            0.013065,           0.0025717,           0.0070243,           0.0070243,           0.0070243
                 119,            0.014275,            0.020541,           0.0042104,             0.97031,              0.9784,              0.9825,             0.80965,             0.01077,            0.013277,           0.0022925,           0.0069799,           0.0069799,           0.0069799
                 120,            0.013933,            0.021191,           0.0046429,             0.97861,             0.97745,              0.9834,              0.8135,            0.010781,            0.013233,           0.0023713,           0.0069353,           0.0069353,           0.0069353
                 121,            0.014166,            0.020996,           0.0038134,             0.97425,             0.97748,             0.98247,             0.81263,            0.010794,            0.013174,           0.0024407,           0.0068906,           0.0068906,           0.0068906
