               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.010634,            0.017319,           0.0019517,             0.97496,             0.97198,              0.9863,             0.82489,            0.011621,            0.012558,           0.0023515,           0.0033289,           0.0033289,             0.07004
                   1,            0.013718,            0.017645,           0.0021138,             0.96428,             0.96549,             0.98459,             0.80655,            0.013932,            0.013399,           0.0028183,           0.0066619,           0.0066619,             0.04004
                   2,             0.01608,            0.020806,            0.003787,             0.97441,             0.97148,             0.98646,             0.79176,            0.012916,            0.014128,           0.0025469,           0.0099933,           0.0099933,            0.010038
                   3,            0.016359,            0.020533,           0.0033447,             0.97871,             0.97364,             0.98394,             0.79373,            0.012642,            0.013531,           0.0026952,            0.009995,            0.009995,            0.009995
                   4,             0.01569,            0.020775,           0.0032817,             0.97635,              0.9747,             0.98389,             0.80577,            0.011777,            0.013625,           0.0028966,            0.009995,            0.009995,            0.009995
                   5,            0.015236,            0.020418,           0.0037788,             0.97825,             0.97443,             0.98259,             0.80542,            0.012582,            0.013659,           0.0033815,           0.0099911,           0.0099911,           0.0099911
                   6,            0.015092,            0.020444,           0.0040263,             0.97404,             0.97341,             0.98404,             0.77572,            0.013328,            0.014017,           0.0028356,           0.0099861,           0.0099861,           0.0099861
                   7,            0.015108,            0.020717,            0.004148,             0.97208,             0.96581,             0.98476,             0.79018,            0.013137,            0.013892,           0.0032142,             0.00998,             0.00998,             0.00998
                   8,            0.015428,            0.020638,           0.0035658,             0.97534,              0.9727,              0.9848,             0.79166,            0.012439,             0.01397,           0.0035004,           0.0099728,           0.0099728,           0.0099728
                   9,            0.014801,             0.02084,           0.0040655,             0.96912,             0.96622,             0.98289,             0.80361,            0.013176,            0.013581,           0.0035529,           0.0099645,           0.0099645,           0.0099645
                  10,             0.01496,            0.021232,           0.0037439,             0.97877,             0.97365,              0.9846,             0.79879,            0.012561,             0.01373,           0.0027571,           0.0099551,           0.0099551,           0.0099551
                  11,            0.014679,            0.020528,           0.0037794,             0.97944,              0.9755,              0.9851,              0.7922,            0.012661,            0.013778,            0.002777,           0.0099446,           0.0099446,           0.0099446
                  12,             0.01505,            0.020302,           0.0040219,             0.97792,             0.97076,               0.984,             0.79491,            0.012488,            0.013755,           0.0027938,            0.009933,            0.009933,            0.009933
                  13,            0.015186,            0.020565,           0.0042533,             0.97498,             0.97188,             0.98379,             0.79774,            0.012266,            0.013649,           0.0029312,           0.0099203,           0.0099203,           0.0099203
                  14,            0.014951,            0.020575,           0.0041094,              0.9744,             0.97462,             0.98563,             0.79686,            0.012383,            0.013771,           0.0027964,           0.0099065,           0.0099065,           0.0099065
                  15,            0.014487,            0.021138,           0.0036664,             0.98196,             0.97518,             0.98511,             0.80655,            0.011951,            0.013421,           0.0026336,           0.0098916,           0.0098916,           0.0098916
                  16,            0.014447,            0.020272,           0.0036195,             0.97108,             0.97664,             0.98444,             0.80761,            0.011983,            0.013434,           0.0030711,           0.0098757,           0.0098757,           0.0098757
                  17,            0.014491,            0.020549,           0.0036324,              0.9767,             0.97139,             0.98294,             0.79785,            0.012169,            0.013482,           0.0034591,           0.0098586,           0.0098586,           0.0098586
                  18,            0.014191,            0.020146,           0.0040666,             0.97597,             0.98227,             0.98538,             0.80582,            0.012139,            0.013514,           0.0026554,           0.0098405,           0.0098405,           0.0098405
                  19,            0.014318,             0.01978,           0.0036444,             0.97297,              0.9756,             0.98534,             0.80381,            0.011347,            0.013395,           0.0028656,           0.0098213,           0.0098213,           0.0098213
                  20,            0.014647,            0.020382,             0.00379,             0.97821,             0.97161,             0.98425,             0.80047,            0.012327,            0.013374,           0.0027136,           0.0098011,           0.0098011,           0.0098011
                  21,            0.014739,            0.019754,           0.0035688,             0.97512,             0.97349,             0.98519,             0.79909,            0.012451,            0.013518,           0.0023593,           0.0097798,           0.0097798,           0.0097798
                  22,            0.014135,            0.019484,           0.0034914,             0.97822,              0.9731,             0.98481,             0.81259,            0.011617,            0.013093,           0.0026972,           0.0097574,           0.0097574,           0.0097574
                  23,            0.014264,            0.020342,           0.0035558,             0.98166,             0.96864,             0.98336,             0.80459,             0.01178,            0.013311,           0.0026236,            0.009734,            0.009734,            0.009734
